k0,k1
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
0.4765396576239853,0.5234603423760147
